sentence,label
خیلی خب  گیریم که آلمان ها رفتن,محاوره
از شهر رد میشم و از سمت شرقیش,رسمی
  دوست نداشت همینطور بندازش توی کوله پشتیش پس,محاوره
یک خبرهایی هست تو چیزی نشنیدی؟,رسمی
یا هم هرروز یا هیچوقت,رسمی
از منطقه بی‌طرف رد شدیم بیرون باپوم,رسمی
بدنش را بلند کنید آن قسمتش سنگینتره,رسمی
با یک کاپیتان فرانسوی تاختش زدم,رسمی
الان که یک مدت از با هم بودنمون می‌گذرد,رسمی
در پناه حق باشد که خدا تمامی,رسمی
این فقط یک شایعه سلام,رسمی
  در مورد خودت بگو,محاوره
  من که نه  مرخصیم لغو شده,محاوره
< >اتش نیس  باید ساختمون رو خالی می کردم< >,محاوره
یه نفر رو میفرستم که زخم هات رو ببینه,محاوره
به نظر آدم خوب است,رسمی
خط رو برای تلافی احتمالی نگه دارین,محاوره
  اگه همینطوری بریم  می رسیم,محاوره
اگر تیر خوردین سعی کنید به تیر تلگراف برسید,رسمی
و با کمک شما می‌خواهم زنده هم بماند,رسمی
خیلی خب  می تونی فقط یه فرصتی به اون جا بدی؟,محاوره
 خاک دشمنه  نمی دونیم چی پیش رو داریم,محاوره
  توی زمان خودتون  آقایون,محاوره
چیزی نیست  خودم بهش گفتم می تونه,محاوره
یک نفر را می‌فرستم که زخم‌هات را ببیند,رسمی
 برای خودت  بیا  همه رو بردار,محاوره
 مطمئنه که آلمانی ها ازش فرار می کنن,محاوره
  دو شب پیش بمباران شدن,محاوره
نه  سنگرهای میدانی چند هفته پیش  بمبارون شدن,محاوره
آره مثل یک مادر خوب به نظر می‌رسی,رسمی
تا هوا تاریک نشده نمی‌آییم دنبالتان,رسمی
هرگز فکر نمی‌کردم این‌چنین چیزی باشد,رسمی
مستقیم به جلو بعد چپ از اسب‌های مرده رد میشید,رسمی
  سیم خاردارمون داغون شده  ولی یه نیمچه راهی باقی مونده,محاوره
خب می تونی برای من سفارش بگیری,محاوره
به گروهان امداد اطلاع بدید که به زخمی‌ها رسیدگی کنند,رسمی
ماه هاست که داشتن این نقشه را طراحی می‌کردند آن ها می‌خواهند که شما حمله کنید,رسمی
بهتر هست برای خودت آرزوی موفقیت کنی رفیق فکر کنم به آن نیاز پیدا می‌کنی,رسمی
من یک مسافر غریبه بدبختم,رسمی
ارتش آلمان یه کلکی توی کارشه,محاوره
 کاش به اون موش شلیک می کردم,محاوره
موفق باشی مراقب باش خراب نکنی,رسمی
خط مقدم را ادامه بدهید تا به هنگ یورک برسید,رسمی
البته خیلی امیدوار نباشید بنظر یه عقب نشینی استراتژیکه,محاوره
برای خودت و بچه,رسمی
کنارش یک راه کوچک هست,رسمی
کلی از روغن هست را می‌مالد روی فکل ش و می‌رود درون رختخواب,رسمی
لاشه‌ها بدردبخورن چون اگر تاریک باشد می‌شود بوشون را دنبال کرد,رسمی
  خب  با آب پرش می کنیم,محاوره
 با یه سروان فرانسوی عوضش کردم,محاوره
تو فقط می خوای این اطراف بشینی,محاوره
فکر کردم ممکنه این جا یه مقدار خوراک درست وحسابی گیرمون بیاد,محاوره
سر پیچ بعدی  روی نصف اونا وایستادی,محاوره
فکر میکنید اشتباه فکر میکنن  قربان؟,محاوره
 اگه نگاه کنی  به نظر خط جدیدی ساختن تقریبا <عدد> کیلومتر عقبتر از اینجاست ,محاوره
 برادرت ستوان گردان دوم  دوون  هست؟,محاوره
یا پیغمبر مرد برو به دیدن سروان,رسمی
 گروهان براوو  <عدد> دقیقه تا حمله ,محاوره
اگه تیر خوردید  سعی کنید به سمت سیم خاردارها برگردید,محاوره
دستاشو با کت بیفوی تمیز کرد,رسمی
  بهتره حداقل صبر کنیم  هوا تاریک بشه,محاوره
  قرار بود هفته ها پیش اتفاق بیفته  بهمون گفتن کریسمس خونه ایم,محاوره
چقدر طول میکشه تا برسید اونجا؟,محاوره
 مشکلی نداره  نه  نه  ,محاوره
 باید می ذاشتیم اون حرومزاده ها نگهش دارن,محاوره
کیت قراره خونه بابا بزرگ ببرتتون,محاوره
لعنتی الان دهنم بو بد می‌گیرد,رسمی
فقط اون منور وامونده رو شلیک کن,محاوره
در این دنیای پر از غصه سیاحت می‌کنم,رسمی
بیش‌تر از قبل درخت درمی‌آید,رسمی
کسی جلوتو نگرفته اگر میخوای میتونی برگردی بری خونه ,محاوره
آن منور کوفتی را شلیک کن,رسمی
برای هفته‌ها گلوی خودم را پاره کردم,رسمی
قربان آلمانی‌ها آنجا را تصرف کردند,رسمی
 آره  معلومه که اینو میگی برادرت که تو خطر نیست  نه؟,محاوره
 نه مایل چقدر طول می کشه؟ شش ساعت؟ نهایت هشت ساعت,محاوره
 خیلی خب  خیلی خب به اعصابت مسلط باش,محاوره
اون چیه؟   ساندویچ ژامبون  ,محاوره
 ازینجا تا در امتداد داره,محاوره
اگر بیفتید داخلشون دیگر بیرون نمی‌آیید,رسمی
  پشتش کلا گوهی شده بود,محاوره
یعنی این الان ادای سروان  بولفوی  بود؟,محاوره
آره با این سرعتی که حرکت می‌کند مگر معجزه رخ بده,رسمی
  خیلی خب  زودباشین بچه ها  زود باشین زودباشین  بچه ها,محاوره
جسد دو نفرشون را آوردیم اینجا آن یکی را نتونستیم,رسمی
استفراغ می کنه بعدش اونی که تو دردسر می افته ماییم,محاوره
  نه  وقتی سنگ ها بپوسن  دوباره رشد میکنن,محاوره
  چی میگه؟  چیه رفیق؟,محاوره
حالا یهویی به ما چند مایل دادن؟ یک دامه,رسمی
مزخرف نگو مرد آن ها تو چنگمونن ما گیرشون انداختیم,رسمی
 قسمت جلوییش رو به سمت چپ بچرخون,محاوره
 همیشه داستان های خنده دار می گفت,محاوره
مردم فکر می‌کنند فقط یک نوعه ولی انواع مختلفی دارند,رسمی
  نه وقتی که حرومزاده ها دارن عقب نشینی می کنن  این آخرین موضعشونه,محاوره
 بلیک  بیا درموردش حرف بزنیم,محاوره
نیروی جایگزین مون هستید؟  نه  قربان  ,محاوره
 راسی  تو این بیست سالی که سربازم,محاوره
< > می‌روم تا سرگردان نباشم< >,رسمی
 خب  الان جریان از چه قراره  گروهبان؟,محاوره
فکر کنم میخواستن از اون مسیر بریم تا زنده زنده دفنمون کنن,محاوره
بوی خیلی خوبی داشته مثل شیره ,محاوره
ما باید این کارو انجام بدیم,محاوره
و وقتی داشت برای آن نامه نوشت از نبود حمام و این‌ها برای آن گفته,رسمی
 ای کاش یه احمق دیگه رو انتخاب کرده بودی,محاوره
می‌شه لطف کنی و پرت ش کنی طرف خودمان پسر خوب,رسمی
با یک فرمانده‌ی فرانسوی عوضش کردم,رسمی
< > به دیدن پدرم می‌روم< >,رسمی
فکر می‌کنی درون کیسه‌ها چه هست؟,رسمی
یه پیغام فوری برای گردان دوم دارم,محاوره
پشتش کلاً گوهی شده بود,رسمی
اره؟ به نظر داشتی چیزی می‌کشیدی,رسمی
 بزک نمیر بهار میاد  هفته دیگه همین موقع برای شام مرغ میخوریم,محاوره
پوششی هست  قربان؟ جایی که ازش بپریم؟,محاوره
ولی دستور مستقیم از بالا است باید اطاعت کنند,رسمی
